device_type,brand,model,release_year,os,form_factor,cpu_brand,cpu_model,cpu_tier,cpu_cores,cpu_threads,cpu_base_ghz,cpu_boost_ghz,gpu_brand,gpu_model,gpu_tier,vram_gb,ram_gb,storage_type,storage_gb,storage_drive_count,display_type,display_size_in,resolution,refresh_hz,battery_wh,charger_watts,psu_watts,wifi,bluetooth,weight_kg,warranty_months,price
Laptop,Apple,Apple Pro NE5,2018,Windows,Mainstream,Apple,Apple M1,3,8,8,2.4,3.3,Apple,Apple Integrated,4,6,40,NVMe,256,1,IPS,14.0,1920x1080,120,70,90,0,Wi-Fi 6,5.1,1.17,12,2032.99
Laptop,Lenovo,Lenovo Blade 693,2024,Windows,Gaming,AMD,AMD Ryzen 5 6487,3,8,16,2.4,3.2,NVIDIA,RTX 40 70,3,8,32,HDD,512,1,Mini-LED,14.0,1920x1080,60,56,65,0,Wi-Fi 6,5.1,1.17,12,1955.99
Desktop,Gigabyte,Gigabyte Think F4N,2024,macOS,Full-Tower,Intel,Intel i7-13589,4,14,28,3.0,3.8,NVIDIA,RTX 30 80,4,10,64,NVMe,512,2,LED,27.0,3840x2160,120,0,0,850,Wi-Fi 6,5.2,7.0,12,2200.99
Desktop,ASUS,ASUS Creator 5UX,2023,macOS,ATX,Intel,Intel i5-10605,2,8,16,2.6,3.6,Intel,Arc A380,2,0,16,NVMe,512,2,OLED,27.0,3440x1440,120,0,0,850,Wi-Fi 6E,5.0,11.0,48,1852.99
Laptop,Samsung,Samsung Creator 9JP,2018,Windows,Mainstream,AMD,AMD Ryzen 5 7367,2,6,12,2.2,3.2,NVIDIA,RTX 40 50,1,4,8,Hybrid,2048,1,Mini-LED,14.0,1920x1080,60,80,90,0,Wi-Fi 6E,5.1,1.37,24,1615.99
Laptop,Lenovo,Lenovo Creator M0V,2023,Windows,Ultrabook,Intel,Intel i5-14169,3,8,16,2.4,3.4,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,VA,14.0,3840x2160,120,90,90,0,Wi-Fi 5,5.1,1.87,12,2148.99
Laptop,MSI,MSI Nitro 8CD,2024,Windows,Ultrabook,AMD,AMD Ryzen 7 6201,4,14,28,2.6,3.6,NVIDIA,RTX 40 70,3,8,40,Hybrid,512,1,IPS,14.0,1920x1080,120,80,45,0,Wi-Fi 6,5.3,2.37,12,1955.99
Laptop,Dell,Dell Blade N85,2024,Windows,Gaming,Intel,Intel i7-10162,5,16,32,2.8,3.7,NVIDIA,RTX 30 90,6,16,96,Hybrid,2048,1,VA,15.6,3840x2160,60,60,90,0,Wi-Fi 6,5.2,1.5,24,3680.99
Desktop,MSI,MSI Think 6MG,2024,Windows,Micro-ATX,AMD,AMD Ryzen 5 4722,3,8,16,2.8,3.7,NVIDIA,RTX 40 60,2,6,16,HDD,512,1,LED,32.0,2560x1440,90,0,0,750,Wi-Fi 5,5.2,7.0,12,1357.99
Laptop,ASUS,ASUS Air TWE,2023,Windows,Ultrabook,Intel,Intel i9-13416,6,24,48,3.0,3.8,AMD,RX 6000 80 XT,5,12,96,NVMe,4096,1,LED,15.6,2880x1800,60,70,180,0,Wi-Fi 5,5.2,1.3,24,2864.99
Desktop,Samsung,Samsung Think 8LL,2022,Windows,Full-Tower,Intel,Intel i3-14692,1,6,12,2.4,3.3,NVIDIA,RTX 40 60,2,6,8,Hybrid,512,3,OLED,24.0,3840x2160,144,0,0,850,Wi-Fi 7,5.2,13.0,12,1876.99
Laptop,Lenovo,Lenovo Slim OSJ,2022,Windows,Gaming,Intel,Intel i7-13284,5,16,32,2.8,3.7,AMD,RX 7000 90,6,16,104,SSD,512,1,IPS,14.0,2880x1800,60,70,90,0,Wi-Fi 6,5.0,2.87,24,2550.99
Laptop,ASUS,ASUS Think U2J,2023,macOS,Gaming,AMD,AMD Ryzen 5 4986,2,6,12,2.2,3.1,NVIDIA,RTX 30 70,3,8,16,HDD,512,1,IPS,15.6,1920x1080,60,50,120,0,Wi-Fi 7,5.2,1.5,12,1901.99
Desktop,Apple,Apple Station O37,2022,Windows,Micro-ATX,Apple,Apple M3,6,26,26,3.4,4.2,Apple,Apple Integrated,6,0,128,HDD,1024,2,OLED,27.0,2560x1440,60,0,0,750,Wi-Fi 6,5.1,7.0,24,2728.99
Desktop,Apple,Apple Station K42,2022,Windows,SFF,Apple,Apple M1 Pro,3,10,10,2.8,3.7,Apple,Apple Integrated,2,2,16,NVMe,256,1,LED,27.0,1920x1080,90,0,0,450,Wi-Fi 6,5.3,8.0,12,1310.99
Laptop,HP,HP Nitro 960,2023,Windows,Ultrabook,Intel,Intel i5-11251,2,6,12,2.2,3.1,NVIDIA,RTX 40 60,2,6,16,SSD,512,1,OLED,15.6,1920x1080,120,80,180,0,Wi-Fi 6,5.2,1.3,48,1639.99
Desktop,Apple,Apple Pro OX7,2024,ChromeOS,SFF,Apple,Apple M3 Pro,3,12,12,2.8,3.7,Apple,Apple Integrated,3,4,32,Hybrid,256,4,LED,32.0,2560x1440,144,0,0,750,Wi-Fi 6,5.0,11.0,36,1959.99
Laptop,Samsung,Samsung Think FGF,2025,ChromeOS,Gaming,Intel,Intel i7-12652,5,16,32,2.8,3.6,NVIDIA,RTX 30 80 Ti,5,12,96,SSD,1024,1,OLED,14.0,1920x1080,60,80,65,0,Wi-Fi 6,5.0,1.17,12,2710.99
Desktop,Lenovo,Lenovo Forge 7NC,2022,Linux,ATX,Intel,Intel i3-12946,1,4,8,2.4,3.3,AMD,RX 7000 50,1,4,16,NVMe,1024,2,Mini-LED,34.0,1920x1080,60,0,0,650,Wi-Fi 6,4.2,8.0,12,1122.99
Laptop,Lenovo,Lenovo Blade 9AU,2025,Windows,Gaming,AMD,AMD Ryzen 7 7630,4,12,22,2.6,3.5,AMD,RX 6000 80 XT,5,12,72,NVMe,2048,1,LED,13.3,1920x1080,165,50,180,0,Wi-Fi 6E,5.1,1.12,12,2574.99
Laptop,Acer,Acer Nitro 3PL,2024,macOS,2-in-1,AMD,AMD Ryzen 7 4629,4,12,24,2.6,3.5,AMD,RX 7000 80,4,10,80,NVMe,256,2,QLED,13.3,3840x2160,60,50,65,0,Wi-Fi 6E,5.0,1.12,24,1129.99
Desktop,Lenovo,Lenovo Strix XPF,2023,Windows,SFF,AMD,AMD Ryzen 5 7712,3,8,16,2.8,3.8,NVIDIA,RTX 40 70,3,8,32,SSD,1024,2,IPS,32.0,1920x1080,240,0,0,750,Wi-Fi 6,5.1,7.0,36,1733.99
Laptop,ASUS,ASUS Stealth R8X,2024,macOS,Mainstream,AMD,AMD Ryzen 5 3257,3,8,16,2.4,3.5,NVIDIA,RTX 40 70,3,8,32,HDD,2048,2,IPS,15.6,2880x1800,60,56,90,0,Wi-Fi 5,5.1,2.0,12,2167.99
Laptop,Gigabyte,Gigabyte Legion 5QH,2021,Windows,Mainstream,Intel,Intel i5-12758,3,8,16,2.4,3.5,NVIDIA,RTX 30 60,2,6,16,NVMe,256,1,VA,15.6,1920x1080,144,90,120,0,Wi-Fi 6E,5.2,1.7,48,1426.99
Desktop,HP,HP Forge AXG,2021,Windows,Mini-ITX,AMD,AMD Ryzen 7 3356,4,12,24,3.0,3.9,Apple,Apple Integrated,5,0,64,NVMe,256,1,LED,24.0,1920x1080,60,0,0,550,Wi-Fi 6,5.3,4.0,12,1783.99
Laptop,Lenovo,Lenovo Air XKS,2021,Windows,Gaming,Intel,Intel i5-13666,3,8,14,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,256,1,VA,14.0,2880x1800,60,60,180,0,Wi-Fi 6E,4.2,1.17,12,1904.99
Desktop,Apple,Apple Station WM7,2022,Windows,SFF,Apple,Apple M1 Max,2,6,6,2.6,3.5,Apple,Apple Integrated,2,4,16,Hybrid,1024,2,IPS,24.0,3440x1440,90,0,0,300,Wi-Fi 6E,5.2,4.0,24,1711.99
Laptop,Lenovo,Lenovo Nitro GNG,2023,Windows,Mainstream,Intel,Intel i3-14143,1,4,8,2.0,3.1,NVIDIA,RTX 30 50,1,4,8,NVMe,512,1,IPS,14.0,2560x1600,165,50,65,0,Wi-Fi 5,5.1,1.17,12,1100.99
Laptop,Lenovo,Lenovo Pro VYC,2019,Windows,2-in-1,AMD,AMD Ryzen 5 7976,2,6,10,2.2,3.1,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,Mini-LED,15.6,1920x1080,120,60,240,0,Wi-Fi 6,5.1,2.0,36,1098.99
Laptop,ASUS,ASUS Stealth LD8,2021,Windows,Ultrabook,Intel,Intel i5-11401,3,8,16,2.4,3.3,NVIDIA,RTX 30 60,2,6,16,NVMe,512,1,LED,13.3,2560x1600,60,50,120,0,Wi-Fi 6E,5.0,0.92,12,1761.99
Laptop,Samsung,Samsung Slim S5D,2025,Windows,Gaming,Intel,Intel i3-13784,1,4,6,2.0,2.9,Apple,Apple Integrated,1,0,8,NVMe,512,1,VA,14.0,1920x1080,60,60,120,0,Wi-Fi 6E,5.2,1.87,24,1090.99
Laptop,Dell,Dell Pro J6F,2021,Windows,Mainstream,AMD,AMD Ryzen 7 5630,5,18,36,2.8,3.9,NVIDIA,RTX 30 80,4,10,64,HDD,2048,1,LED,13.3,1920x1080,60,99,90,0,Wi-Fi 6E,5.2,0.92,48,1957.99
Laptop,Samsung,Samsung Pro ERN,2024,ChromeOS,Workstation,Intel,Intel i7-10887,5,18,36,2.8,3.6,AMD,RX 6000 80 XT,5,12,96,HDD,256,1,QLED,14.0,2560x1600,120,90,90,0,Wi-Fi 6,5.1,1.57,24,2963.99
Desktop,Apple,Apple Creator JUL,2023,ChromeOS,Full-Tower,Apple,Apple M1,2,10,10,2.6,3.6,Apple,Apple Integrated,3,0,16,NVMe,1024,2,LED,27.0,1920x1080,60,0,0,650,Wi-Fi 6E,5.2,4.0,24,1405.99
Laptop,Acer,Acer Zen ZWG,2025,Windows,Gaming,AMD,AMD Ryzen 3 7104,1,4,8,2.0,2.8,NVIDIA,RTX 30 50,1,4,8,NVMe,512,2,Mini-LED,14.0,1920x1080,120,60,120,0,Wi-Fi 7,5.3,1.57,36,1279.99
Laptop,Dell,Dell Creator SUM,2024,macOS,Gaming,AMD,AMD Ryzen 7 7413,4,12,22,2.6,3.5,NVIDIA,RTX 40 70,3,8,32,SSD,256,1,LED,15.6,1920x1080,60,60,65,0,Wi-Fi 7,5.0,3.0,24,1984.99
Desktop,ASUS,ASUS Strix BM7,2020,Windows,ATX,Intel,Intel i3-13413,1,4,8,2.4,3.4,NVIDIA,RTX 40 50,1,4,8,HDD,1024,3,IPS,27.0,2560x1440,60,0,0,450,Wi-Fi 6E,5.1,12.0,24,892.99
Laptop,Lenovo,Lenovo Creator 7TI,2022,Windows,Mainstream,AMD,AMD Ryzen 7 7285,5,16,32,2.8,3.9,AMD,RX 7000 80 XT,5,12,96,SSD,512,2,IPS,16.0,1920x1080,60,80,180,0,Wi-Fi 6E,5.2,1.53,24,2283.99
Desktop,ASUS,ASUS Arena RD0,2025,Windows,ATX,AMD,AMD Ryzen 5 7912,3,8,16,2.8,3.9,AMD,RX 7000 60,2,6,16,SSD,512,4,OLED,34.0,1920x1080,60,0,0,450,Wi-Fi 6E,5.2,12.0,24,1507.99
Laptop,HP,HP Creator 2TS,2024,Windows,Mainstream,Intel,Intel i5-14818,3,10,20,2.4,3.3,AMD,RX 7000 80,4,10,32,HDD,1024,1,OLED,15.6,2880x1800,90,60,120,0,Wi-Fi 7,5.2,1.5,12,2414.99
Desktop,Apple,Apple Strix TDL,2022,Windows,ATX,Apple,Apple M1 Max,4,12,12,3.0,3.9,Apple,Apple Integrated,3,0,32,NVMe,1024,1,IPS,27.0,1920x1080,144,0,0,750,Wi-Fi 6,4.2,9.0,24,2083.99
Desktop,Apple,Apple Strix 8WM,2025,Windows,SFF,Apple,Apple M2 Pro,2,10,10,2.6,3.5,Apple,Apple Integrated,1,4,8,SSD,512,2,LED,24.0,2560x1440,120,0,0,300,Wi-Fi 6,5.2,8.0,24,1467.99
Laptop,Gigabyte,Gigabyte Slim 83B,2020,ChromeOS,Gaming,Intel,Intel i5-13189,2,6,12,2.2,3.0,NVIDIA,RTX 40 60,2,6,16,HDD,256,2,OLED,13.3,2880x1800,165,56,180,0,Wi-Fi 6E,5.1,1.52,24,1724.99
Desktop,Lenovo,Lenovo Cube Q2L,2021,Windows,ATX,Intel,Intel i7-11451,4,12,24,3.0,3.9,AMD,RX 7000 80,4,10,64,NVMe,512,3,VA,24.0,3840x2160,60,0,0,450,Wi-Fi 6,5.0,10.0,36,1873.99
Laptop,Lenovo,Lenovo Creator 2WC,2023,macOS,Gaming,Intel,Intel i7-10874,5,16,32,2.8,3.9,NVIDIA,RTX 20 80 Ti,5,12,96,HDD,1024,1,LED,17.3,1920x1080,144,70,65,0,Wi-Fi 6,5.2,1.44,36,2805.99
Laptop,Gigabyte,Gigabyte Slim 5U4,2025,Windows,Ultrabook,Intel,Intel i7-13468,5,16,30,2.8,3.8,Intel,Arc B770 Limited,6,6,96,NVMe,1024,1,OLED,13.3,1920x1080,120,80,65,0,Wi-Fi 5,5.2,1.82,36,2880.99
Laptop,Dell,Dell Creator 1IW,2023,macOS,Ultrabook,Intel,Intel i7-11391,4,12,24,2.6,3.6,NVIDIA,RTX 30 70,3,8,32,NVMe,2048,1,IPS,15.6,1920x1080,90,56,65,0,Wi-Fi 6,5.3,1.7,24,2510.99
Laptop,ASUS,ASUS Zen 7C9,2023,macOS,Gaming,Intel,Intel i7-14434,4,14,28,2.6,3.6,NVIDIA,RTX 30 70,3,8,32,NVMe,1024,1,OLED,14.0,2560x1600,60,60,90,0,Wi-Fi 6,5.1,2.87,24,2594.99
Laptop,ASUS,ASUS Pro 3E3,2020,Windows,Ultrabook,Intel,Intel i9-10960,6,24,48,3.0,4.0,Intel,Arc B700,4,0,96,SSD,512,1,Mini-LED,15.6,2880x1800,90,80,65,0,Wi-Fi 5,5.3,1.3,12,3174.99
Desktop,HP,HP Creator ENK,2019,Windows,ATX,AMD,AMD Ryzen 9 3272,6,28,56,3.4,4.4,AMD,RX 5000 80 XT,5,12,96,SSD,1024,2,VA,27.0,1920x1080,90,0,0,850,Wi-Fi 6,5.3,9.0,36,2054.99
Laptop,Acer,Acer Creator AI1,2024,Windows,2-in-1,Intel,Intel i7-11129,4,14,28,2.6,3.7,AMD,RX 7000 60,2,6,32,Hybrid,512,2,LED,13.3,2560x1600,165,60,65,0,Wi-Fi 6,5.1,0.92,24,1412.99
Desktop,Apple,Apple Think SM1,2022,macOS,Micro-ATX,Apple,Apple M2,4,12,12,3.0,3.9,Apple,Apple Integrated,5,0,64,HDD,512,4,QLED,27.0,2560x1440,120,0,0,650,Wi-Fi 6,5.2,6.0,12,2686.99
Desktop,MSI,MSI Forge 9M3,2023,Windows,Micro-ATX,Intel,Intel i5-10548,3,10,18,2.8,3.8,NVIDIA,RTX 40 60,2,6,16,Hybrid,512,2,OLED,27.0,1920x1080,120,0,0,750,Wi-Fi 6E,5.2,7.0,12,1618.99
Laptop,HP,HP Nitro ADK,2019,Windows,Mainstream,AMD,AMD Ryzen 5 4255,2,8,16,2.2,3.1,Intel,Arc A580,3,0,16,NVMe,2048,2,VA,14.0,1920x1080,120,70,45,0,Wi-Fi 6E,5.2,1.57,24,1457.99
Laptop,HP,HP Zen DI2,2021,Windows,Ultrabook,Intel,Intel i5-14627,3,8,16,2.4,3.3,NVIDIA,RTX 40 50,1,4,16,SSD,512,1,IPS,15.6,1920x1080,60,80,120,0,Wi-Fi 6E,5.1,1.5,36,1572.99
Laptop,HP,HP Zen 7KK,2018,macOS,Gaming,AMD,AMD Ryzen 3 3218,1,4,8,2.0,2.9,NVIDIA,RTX 40 50,1,4,8,HDD,256,1,QLED,14.0,1920x1080,144,70,180,0,Wi-Fi 6,5.2,1.87,36,1279.99
Desktop,Lenovo,Lenovo Arena US8,2020,Linux,Mini-ITX,Intel,Intel i5-11472,2,6,12,2.6,3.6,NVIDIA,RTX 40 60,2,6,16,SSD,256,2,LED,32.0,2560x1440,144,0,0,1000,Wi-Fi 6,4.2,11.0,12,1111.99
Desktop,HP,HP Creator MJT,2022,Linux,Micro-ATX,Intel,Intel i3-14781,1,4,6,2.4,3.5,NVIDIA,RTX 30 60,2,6,8,Hybrid,1024,3,LED,27.0,2560x1440,60,0,0,750,Wi-Fi 6E,5.1,7.0,12,1196.99
Laptop,Samsung,Samsung Blade ULT,2022,Windows,Gaming,Intel,Intel i5-10185,3,8,16,2.4,3.2,Apple,Apple Integrated,3,0,32,NVMe,512,1,VA,13.3,3840x2160,60,56,65,0,Wi-Fi 5,5.2,1.52,48,1831.99
Desktop,Acer,Acer Creator 2L0,2021,Windows,ATX,AMD,AMD Ryzen 5 6591,3,8,16,2.8,3.7,Intel,Arc A380,2,6,16,SSD,512,1,IPS,27.0,1920x1080,120,0,0,650,Wi-Fi 6E,5.3,4.0,12,1196.99
Laptop,MSI,MSI Zen RPA,2024,Windows,2-in-1,Intel,Intel i5-11816,3,8,16,2.4,3.3,NVIDIA,RTX 30 80,4,10,32,NVMe,1024,2,IPS,14.0,1920x1080,120,80,45,0,Wi-Fi 5,5.0,1.87,24,2078.99
Laptop,Lenovo,Lenovo Pro B76,2025,Windows,Mainstream,AMD,AMD Ryzen 5 6126,2,8,16,2.2,3.0,NVIDIA,RTX 30 70,3,8,16,SSD,1024,1,LED,15.6,1920x1080,60,90,65,0,Wi-Fi 6,5.2,1.5,24,1589.99
Laptop,HP,HP Slim 48K,2023,macOS,Gaming,Intel,Intel i7-12387,4,12,24,2.6,3.4,NVIDIA,RTX 40 80,4,10,64,HDD,256,1,IPS,14.0,1920x1080,60,80,45,0,Wi-Fi 6,5.0,1.57,24,2359.99
Desktop,Acer,Acer Strix GXH,2022,Windows,ATX,Intel,Intel i5-11201,2,8,16,2.6,3.5,NVIDIA,RTX 30 50,1,4,8,HDD,512,3,Mini-LED,34.0,1920x1080,120,0,0,650,Wi-Fi 6,5.0,12.0,12,882.99
Laptop,Gigabyte,Gigabyte Air T0R,2025,Windows,2-in-1,Intel,Intel i7-12128,5,16,30,2.8,3.8,NVIDIA,RTX 30 80 Ti,5,12,96,Hybrid,512,1,Mini-LED,15.6,1920x1080,60,50,120,0,Wi-Fi 6,5.3,2.0,24,2446.99
Desktop,Acer,Acer Pro FLS,2023,Windows,ATX,Intel,Intel i5-14738,2,6,12,2.6,3.5,NVIDIA,RTX 30 50,1,4,8,Hybrid,1024,2,LED,32.0,2560x1440,144,0,0,750,Wi-Fi 7,5.3,9.0,24,1100.99
Laptop,MSI,MSI Air A4W,2018,macOS,2-in-1,Intel,Intel i9-11372,6,24,48,3.0,3.9,NVIDIA,RTX 30 80 Ti,5,12,96,NVMe,512,2,Mini-LED,16.0,2560x1600,144,70,180,0,Wi-Fi 6,5.0,1.13,24,3209.99
Laptop,MSI,MSI Pro 1K5,2024,macOS,Gaming,AMD,AMD Ryzen 7 7258,4,12,22,2.6,3.6,AMD,RX 7000 70,3,8,40,NVMe,256,2,Mini-LED,14.0,1920x1080,144,90,120,0,Wi-Fi 6E,5.2,1.57,12,2551.99
Desktop,Dell,Dell Arena IO2,2022,macOS,SFF,Intel,Intel i5-14131,3,10,20,2.8,3.7,AMD,RX 7000 70,3,8,32,SSD,256,3,LED,27.0,1920x1080,60,0,0,850,Wi-Fi 6,5.0,9.0,12,1606.99
Desktop,ASUS,ASUS Strix GHP,2021,Windows,SFF,Intel,Intel i3-13815,1,6,12,2.4,3.4,AMD,RX 5000 50,1,4,8,NVMe,512,2,Mini-LED,27.0,1920x1080,60,0,0,1000,Wi-Fi 6,5.2,9.0,48,1388.99
Laptop,Lenovo,Lenovo Legion 3D4,2022,macOS,Gaming,AMD,AMD Ryzen 5 6817,3,8,16,2.4,3.4,NVIDIA,RTX 40 70,3,8,32,NVMe,1024,2,LED,15.6,1920x1080,144,70,65,0,Wi-Fi 6,5.3,1.5,24,1919.99
Desktop,Dell,Dell Station 4IV,2024,Windows,ATX,Intel,Intel i9-11576,6,24,48,3.4,4.3,AMD,RX 6000 80 XT,5,12,96,NVMe,1024,3,QLED,27.0,3440x1440,60,0,0,550,Wi-Fi 6,5.3,12.0,36,2257.99
Laptop,Razer,Razer Think BYQ,2024,Windows,Ultrabook,Intel,Intel i7-10418,5,16,32,2.8,3.8,NVIDIA,RTX 40 90,6,16,96,Hybrid,512,1,OLED,14.0,1920x1080,120,60,120,0,Wi-Fi 6,5.0,0.97,12,3345.99
Laptop,Dell,Dell Think 5HL,2021,Windows,Gaming,Intel,Intel i7-11866,4,12,24,2.6,3.6,Apple,Apple Integrated,5,6,64,NVMe,2048,1,IPS,15.6,2560x1600,60,70,65,0,Wi-Fi 6E,5.1,1.7,24,2721.99
Laptop,Samsung,Samsung Creator NEP,2021,Windows,Gaming,Intel,Intel i5-11449,3,10,20,2.4,3.5,NVIDIA,RTX 40 60,2,6,24,HDD,1024,1,QLED,15.6,1920x1080,60,70,90,0,Wi-Fi 5,5.3,1.3,36,1577.99
Desktop,Acer,Acer Station H1O,2024,ChromeOS,Full-Tower,AMD,AMD Ryzen 3 3110,1,6,12,2.4,3.4,NVIDIA,RTX 40 50,1,4,8,NVMe,256,3,IPS,27.0,3440x1440,120,0,0,650,Wi-Fi 6,5.0,10.0,36,1224.99
Laptop,Dell,Dell Think V2R,2023,Windows,Gaming,AMD,AMD Ryzen 3 3405,1,4,8,2.0,2.9,NVIDIA,RTX 30 50,1,4,8,SSD,2048,1,Mini-LED,13.3,1920x1080,120,90,120,0,Wi-Fi 6,5.1,1.82,36,1477.99
Laptop,Lenovo,Lenovo Air TT6,2024,Windows,Mainstream,AMD,AMD Ryzen 7 6232,4,12,24,2.6,3.7,AMD,RX 7000 80,4,10,64,Hybrid,4096,1,OLED,14.0,2560x1600,60,56,65,0,Wi-Fi 6,5.1,0.97,24,3092.99
Desktop,HP,HP Pro 9FZ,2025,macOS,ATX,Intel,Intel i5-12873,3,10,20,2.8,3.8,Apple,Apple Integrated,3,0,40,HDD,512,1,IPS,27.0,1920x1080,60,0,0,650,Wi-Fi 7,5.0,10.0,12,1613.99
Laptop,Apple,Apple Creator MAA,2025,Windows,Ultrabook,Apple,Apple M2 Max,6,26,26,3.0,3.9,Apple,Apple Integrated,6,0,128,HDD,512,1,LED,16.0,1920x1080,120,80,90,0,Wi-Fi 6,5.1,1.33,36,3201.99
Laptop,Acer,Acer Think XSY,2020,Windows,Gaming,Intel,Intel i3-14491,1,4,8,2.0,2.9,Intel,Arc A310,1,0,8,HDD,256,1,OLED,14.0,1920x1080,144,60,45,0,Wi-Fi 5,5.2,1.87,24,1329.99
Laptop,Razer,Razer Think RW7,2021,Windows,Mainstream,Intel,Intel i5-14866,3,10,20,2.4,3.3,NVIDIA,RTX 30 70,3,8,32,NVMe,2048,1,Mini-LED,14.0,1920x1080,165,90,120,0,Wi-Fi 6,5.0,2.37,24,2207.99
Desktop,ASUS,ASUS Cube HAF,2025,macOS,ATX,Intel,Intel i7-12936,5,18,36,3.2,4.0,Apple,Apple Integrated,6,0,96,SSD,2048,1,LED,27.0,1920x1080,120,0,0,1200,Wi-Fi 7,5.3,7.0,24,2856.99
Laptop,Dell,Dell Zen IJ0,2024,Windows,Ultrabook,Intel,Intel i5-13206,2,8,16,2.2,3.2,Apple,Apple Integrated,1,2,8,NVMe,1024,1,Mini-LED,14.0,1920x1080,144,70,180,0,Wi-Fi 6E,5.2,1.57,36,1649.99
Laptop,Acer,Acer Pro F8Q,2024,Windows,Ultrabook,AMD,AMD Ryzen 5 6940,3,8,16,2.4,3.3,AMD,RX 7000 60,2,6,16,SSD,2048,1,OLED,15.6,1920x1080,60,70,120,0,Wi-Fi 6,5.2,1.3,12,1760.99
Laptop,MSI,MSI Blade USW,2020,macOS,2-in-1,Intel,Intel i7-10208,4,14,26,2.6,3.6,Intel,Arc A380,2,0,32,NVMe,4096,1,OLED,14.0,1920x1080,120,80,240,0,Wi-Fi 5,5.0,1.87,24,2338.99
Laptop,HP,HP Legion 0ZG,2024,Windows,2-in-1,Intel,Intel i7-13608,4,12,24,2.6,3.6,NVIDIA,RTX 40 80,4,10,64,HDD,256,1,IPS,15.6,1920x1080,90,50,45,0,Wi-Fi 5,5.3,1.1,36,2108.99
Laptop,Dell,Dell Pro V2B,2025,macOS,2-in-1,Intel,Intel i9-11583,6,24,48,3.0,3.9,NVIDIA,RTX 40 90,6,16,128,HDD,256,1,LED,13.3,3840x2160,60,70,90,0,Wi-Fi 6E,5.3,1.32,12,3189.99
Laptop,Apple,Apple Zen AON,2018,Windows,Mainstream,Apple,Apple M3,2,6,6,2.2,3.1,Apple,Apple Integrated,1,0,8,NVMe,512,2,LED,16.0,1920x1080,60,70,90,0,Wi-Fi 6E,5.2,1.53,24,999.99
Laptop,Samsung,Samsung Zen HHR,2025,Windows,Mainstream,Intel,Intel i7-10676,5,16,32,2.8,3.9,NVIDIA,RTX 40 80 Ti,5,12,96,SSD,512,1,OLED,15.6,3840x2160,60,70,90,0,Wi-Fi 5,5.1,1.1,24,2706.99
Desktop,Lenovo,Lenovo Forge 80Q,2023,Windows,Micro-ATX,AMD,AMD Ryzen 3 4288,1,4,6,2.4,3.2,NVIDIA,RTX 30 50,1,4,8,SSD,512,3,VA,32.0,1920x1080,60,0,0,650,Wi-Fi 6,5.2,6.0,12,906.99
Laptop,Apple,Apple Stealth 6IY,2024,Windows,Ultrabook,Apple,Apple M2 Max,4,12,12,2.6,3.6,Apple,Apple Integrated,3,0,32,NVMe,1024,1,LED,14.0,1920x1080,60,56,65,0,Wi-Fi 6E,5.3,1.57,12,2314.99
Laptop,Acer,Acer Think MPH,2024,macOS,Ultrabook,Intel,Intel i5-11690,2,8,16,2.2,3.2,NVIDIA,RTX 40 60,2,6,16,HDD,1024,1,LED,15.6,2560x1600,165,80,45,0,Wi-Fi 6,5.2,2.0,24,1831.99
Laptop,MSI,MSI Zen 6RY,2022,Windows,Gaming,AMD,AMD Ryzen 5 4701,2,6,12,2.2,3.1,NVIDIA,RTX 30 60,2,6,24,NVMe,512,1,LED,15.6,2880x1800,144,90,45,0,Wi-Fi 6,5.1,1.5,12,1772.99
Desktop,HP,HP Creator A79,2025,Windows,ATX,AMD,AMD Ryzen 5 5692,2,6,10,2.6,3.6,NVIDIA,RTX 30 60,2,6,16,SSD,512,4,LED,27.0,1920x1080,60,0,0,850,Wi-Fi 6,5.2,11.0,24,1147.99
Desktop,Gigabyte,Gigabyte Cube AWH,2024,Windows,Mini-ITX,Intel,Intel i5-14813,2,6,12,2.6,3.6,NVIDIA,RTX 30 70,3,8,16,NVMe,1024,1,QLED,24.0,3440x1440,60,0,0,750,Wi-Fi 6,5.1,16.0,12,1768.99
Laptop,ASUS,ASUS Blade ZC2,2022,Windows,Gaming,Intel,Intel i5-11535,2,8,16,2.2,3.1,Apple,Apple Integrated,2,2,16,SSD,1024,1,LED,14.0,1920x1080,60,60,45,0,Wi-Fi 6,5.1,1.37,24,1320.99
Desktop,Apple,Apple Forge UH7,2019,Windows,ATX,Apple,Apple M1,5,18,18,3.2,4.2,Apple,Apple Integrated,4,0,64,Hybrid,1024,2,LED,24.0,2560x1440,60,0,0,1000,Wi-Fi 6,5.1,9.0,12,2157.99
Laptop,Apple,Apple Stealth 1O7,2019,Windows,Ultrabook,Apple,Apple M3 Max,2,8,8,2.2,3.0,Apple,Apple Integrated,1,4,16,SSD,512,1,Mini-LED,15.6,3840x2160,60,90,120,0,Wi-Fi 5,5.3,1.7,24,2288.99
Desktop,HP,HP Creator CQ6,2022,Windows,ATX,AMD,AMD Ryzen 5 5146,3,8,16,2.8,3.7,AMD,RX 5000 60,2,6,16,NVMe,2048,1,QLED,27.0,3440x1440,144,0,0,650,Wi-Fi 6E,4.2,6.0,24,1697.99
